Port_Record_ID,Port_ID,Port_Name,Country,Region,Terminal,Berth
PR02796,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-6
PR02797,P004,Dubai,UAE,Middle East,Terminal-1,Berth-7
PR02798,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-8
PR02799,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-9
PR02800,P007,Los Angeles,USA,North America,Terminal-4,Berth-10
PR02801,P001,Chennai,India,South Asia,Terminal-1,Berth-11
PR02802,P002,Mumbai,India,South Asia,Terminal-2,Berth-12
PR02803,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-13
PR02804,P004,Dubai,UAE,Middle East,Terminal-4,Berth-14
PR02805,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-15
PR02806,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-16
PR02807,P007,Los Angeles,USA,North America,Terminal-3,Berth-17
PR02808,P001,Chennai,India,South Asia,Terminal-4,Berth-18
PR02809,P002,Mumbai,India,South Asia,Terminal-1,Berth-1
PR02810,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-2
PR02811,P004,Dubai,UAE,Middle East,Terminal-3,Berth-3
PR02812,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-4
PR02813,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-5
PR02814,P007,Los Angeles,USA,North America,Terminal-2,Berth-6
PR02815,P001,Chennai,India,South Asia,Terminal-3,Berth-7
PR02816,P002,Mumbai,India,South Asia,Terminal-4,Berth-8
PR02817,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-9
PR02818,P004,Dubai,UAE,Middle East,Terminal-2,Berth-10
PR02819,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-11
PR02820,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-12
PR02821,P007,Los Angeles,USA,North America,Terminal-1,Berth-13
PR02822,P001,Chennai,India,South Asia,Terminal-2,Berth-14
PR02823,P002,Mumbai,India,South Asia,Terminal-3,Berth-15
PR02824,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-16
PR02825,P004,Dubai,UAE,Middle East,Terminal-1,Berth-17
PR02826,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-18
PR02827,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-1
PR02828,P007,Los Angeles,USA,North America,Terminal-4,Berth-2
PR02829,P001,Chennai,India,South Asia,Terminal-1,Berth-3
PR02830,P002,Mumbai,India,South Asia,Terminal-2,Berth-4
PR02831,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-5
PR02832,P004,Dubai,UAE,Middle East,Terminal-4,Berth-6
PR02833,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-7
PR02834,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-8
PR02835,P007,Los Angeles,USA,North America,Terminal-3,Berth-9
PR02836,P001,Chennai,India,South Asia,Terminal-4,Berth-10
PR02837,P002,Mumbai,India,South Asia,Terminal-1,Berth-11
PR02838,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-12
PR02839,P004,Dubai,UAE,Middle East,Terminal-3,Berth-13
PR02840,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-14
PR02841,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-15
PR02842,P007,Los Angeles,USA,North America,Terminal-2,Berth-16
PR02843,P001,Chennai,India,South Asia,Terminal-3,Berth-17
PR02844,P002,Mumbai,India,South Asia,Terminal-4,Berth-18
PR02845,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-1
PR02846,P004,Dubai,UAE,Middle East,Terminal-2,Berth-2
PR02847,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-3
PR02848,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-4
PR02849,P007,Los Angeles,USA,North America,Terminal-1,Berth-5
PR02850,P001,Chennai,India,South Asia,Terminal-2,Berth-6
PR02851,P002,Mumbai,India,South Asia,Terminal-3,Berth-7
PR02852,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-8
PR02853,P004,Dubai,UAE,Middle East,Terminal-1,Berth-9
PR02854,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-10
PR02855,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-11
PR02856,P007,Los Angeles,USA,North America,Terminal-4,Berth-12
PR02857,P001,Chennai,India,South Asia,Terminal-1,Berth-13
PR02858,P002,Mumbai,India,South Asia,Terminal-2,Berth-14
PR02859,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-15
PR02860,P004,Dubai,UAE,Middle East,Terminal-4,Berth-16
PR02861,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-17
PR02862,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-18
PR02863,P007,Los Angeles,USA,North America,Terminal-3,Berth-1
PR02864,P001,Chennai,India,South Asia,Terminal-4,Berth-2
PR02865,P002,Mumbai,India,South Asia,Terminal-1,Berth-3
PR02866,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-4
PR02867,P004,Dubai,UAE,Middle East,Terminal-3,Berth-5
PR02868,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-6
PR02869,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-7
PR02870,P007,Los Angeles,USA,North America,Terminal-2,Berth-8
PR02871,P001,Chennai,India,South Asia,Terminal-3,Berth-9
PR02872,P002,Mumbai,India,South Asia,Terminal-4,Berth-10
PR02873,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-11
PR02874,P004,Dubai,UAE,Middle East,Terminal-2,Berth-12
PR02875,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-13
PR02876,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-14
PR02877,P007,Los Angeles,USA,North America,Terminal-1,Berth-15
PR02878,P001,Chennai,India,South Asia,Terminal-2,Berth-16
PR02879,P002,Mumbai,India,South Asia,Terminal-3,Berth-17
PR02880,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-18
PR02881,P004,Dubai,UAE,Middle East,Terminal-1,Berth-1
PR02882,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-2
PR02883,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-3
PR02884,P007,Los Angeles,USA,North America,Terminal-4,Berth-4
PR02885,P001,Chennai,India,South Asia,Terminal-1,Berth-5
PR02886,P002,Mumbai,India,South Asia,Terminal-2,Berth-6
PR02887,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-7
PR02888,P004,Dubai,UAE,Middle East,Terminal-4,Berth-8
PR02889,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-9
PR02890,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-10
PR02891,P007,Los Angeles,USA,North America,Terminal-3,Berth-11
PR02892,P001,Chennai,India,South Asia,Terminal-4,Berth-12
PR02893,P002,Mumbai,India,South Asia,Terminal-1,Berth-13
PR02894,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-14
PR02895,P004,Dubai,UAE,Middle East,Terminal-3,Berth-15
PR02896,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-16
PR02897,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-17
PR02898,P007,Los Angeles,USA,North America,Terminal-2,Berth-18
PR02899,P001,Chennai,India,South Asia,Terminal-3,Berth-1
PR02900,P002,Mumbai,India,South Asia,Terminal-4,Berth-2
PR02901,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-3
PR02902,P004,Dubai,UAE,Middle East,Terminal-2,Berth-4
PR02903,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-5
PR02904,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-6
PR02905,P007,Los Angeles,USA,North America,Terminal-1,Berth-7
PR02906,P001,Chennai,India,South Asia,Terminal-2,Berth-8
PR02907,P002,Mumbai,India,South Asia,Terminal-3,Berth-9
PR02908,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-10
PR02909,P004,Dubai,UAE,Middle East,Terminal-1,Berth-11
PR02910,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-12
PR02911,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-13
PR02912,P007,Los Angeles,USA,North America,Terminal-4,Berth-14
PR02913,P001,Chennai,India,South Asia,Terminal-1,Berth-15
PR02914,P002,Mumbai,India,South Asia,Terminal-2,Berth-16
PR02915,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-17
PR02916,P004,Dubai,UAE,Middle East,Terminal-4,Berth-18
PR02917,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-1
PR02918,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-2
PR02919,P007,Los Angeles,USA,North America,Terminal-3,Berth-3
PR02920,P001,Chennai,India,South Asia,Terminal-4,Berth-4
PR02921,P002,Mumbai,India,South Asia,Terminal-1,Berth-5
PR02922,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-6
PR02923,P004,Dubai,UAE,Middle East,Terminal-3,Berth-7
PR02924,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-8
PR02925,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-9
PR02926,P007,Los Angeles,USA,North America,Terminal-2,Berth-10
PR02927,P001,Chennai,India,South Asia,Terminal-3,Berth-11
PR02928,P002,Mumbai,India,South Asia,Terminal-4,Berth-12
PR02929,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-13
PR02930,P004,Dubai,UAE,Middle East,Terminal-2,Berth-14
PR02931,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-15
PR02932,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-16
PR02933,P007,Los Angeles,USA,North America,Terminal-1,Berth-17
PR02934,P001,Chennai,India,South Asia,Terminal-2,Berth-18
PR02935,P002,Mumbai,India,South Asia,Terminal-3,Berth-1
PR02936,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-2
PR02937,P004,Dubai,UAE,Middle East,Terminal-1,Berth-3
PR02938,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-4
PR02939,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-5
PR02940,P007,Los Angeles,USA,North America,Terminal-4,Berth-6
PR02941,P001,Chennai,India,South Asia,Terminal-1,Berth-7
PR02942,P002,Mumbai,India,South Asia,Terminal-2,Berth-8
PR02943,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-9
PR02944,P004,Dubai,UAE,Middle East,Terminal-4,Berth-10
PR02945,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-11
PR02946,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-12
PR02947,P007,Los Angeles,USA,North America,Terminal-3,Berth-13
PR02948,P001,Chennai,India,South Asia,Terminal-4,Berth-14
PR02949,P002,Mumbai,India,South Asia,Terminal-1,Berth-15
PR02950,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-16
PR02951,P004,Dubai,UAE,Middle East,Terminal-3,Berth-17
PR02952,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-18
PR02953,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-1
PR02954,P007,Los Angeles,USA,North America,Terminal-2,Berth-2
PR02955,P001,Chennai,India,South Asia,Terminal-3,Berth-3
PR02956,P002,Mumbai,India,South Asia,Terminal-4,Berth-4
PR02957,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-5
PR02958,P004,Dubai,UAE,Middle East,Terminal-2,Berth-6
PR02959,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-7
PR02960,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-8
PR02961,P007,Los Angeles,USA,North America,Terminal-1,Berth-9
PR02962,P001,Chennai,India,South Asia,Terminal-2,Berth-10
PR02963,P002,Mumbai,India,South Asia,Terminal-3,Berth-11
PR02964,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-12
PR02965,P004,Dubai,UAE,Middle East,Terminal-1,Berth-13
PR02966,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-14
PR02967,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-15
PR02968,P007,Los Angeles,USA,North America,Terminal-4,Berth-16
PR02969,P001,Chennai,India,South Asia,Terminal-1,Berth-17
PR02970,P002,Mumbai,India,South Asia,Terminal-2,Berth-18
PR02971,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-1
PR02972,P004,Dubai,UAE,Middle East,Terminal-4,Berth-2
PR02973,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-3
PR02974,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-4
PR02975,P007,Los Angeles,USA,North America,Terminal-3,Berth-5
PR02976,P001,Chennai,India,South Asia,Terminal-4,Berth-6
PR02977,P002,Mumbai,India,South Asia,Terminal-1,Berth-7
PR02978,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-8
PR02979,P004,Dubai,UAE,Middle East,Terminal-3,Berth-9
PR02980,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-10
PR02981,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-11
PR02982,P007,Los Angeles,USA,North America,Terminal-2,Berth-12
PR02983,P001,Chennai,India,South Asia,Terminal-3,Berth-13
PR02984,P002,Mumbai,India,South Asia,Terminal-4,Berth-14
PR02985,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-15
PR02986,P004,Dubai,UAE,Middle East,Terminal-2,Berth-16
PR02987,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-17
PR02988,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-18
PR02989,P007,Los Angeles,USA,North America,Terminal-1,Berth-1
PR02990,P001,Chennai,India,South Asia,Terminal-2,Berth-2
PR02991,P002,Mumbai,India,South Asia,Terminal-3,Berth-3
PR02992,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-4
PR02993,P004,Dubai,UAE,Middle East,Terminal-1,Berth-5
PR02994,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-6
PR02995,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-7
PR02996,P007,Los Angeles,USA,North America,Terminal-4,Berth-8
PR02997,P001,Chennai,India,South Asia,Terminal-1,Berth-9
PR02998,P002,Mumbai,India,South Asia,Terminal-2,Berth-10
PR02999,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-11
PR03000,P004,Dubai,UAE,Middle East,Terminal-4,Berth-12
PR03001,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-13
PR03002,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-14
PR03003,P007,Los Angeles,USA,North America,Terminal-3,Berth-15
PR03004,P001,Chennai,India,South Asia,Terminal-4,Berth-16
PR03005,P002,Mumbai,India,South Asia,Terminal-1,Berth-17
PR03006,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-18
PR03007,P004,Dubai,UAE,Middle East,Terminal-3,Berth-1
PR03008,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-2
PR03009,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-3
PR03010,P007,Los Angeles,USA,North America,Terminal-2,Berth-4
PR03011,P001,Chennai,India,South Asia,Terminal-3,Berth-5
PR03012,P002,Mumbai,India,South Asia,Terminal-4,Berth-6
PR03013,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-7
PR03014,P004,Dubai,UAE,Middle East,Terminal-2,Berth-8
PR03015,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-9
PR03016,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-10
PR03017,P007,Los Angeles,USA,North America,Terminal-1,Berth-11
PR03018,P001,Chennai,India,South Asia,Terminal-2,Berth-12
PR03019,P002,Mumbai,India,South Asia,Terminal-3,Berth-13
PR03020,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-14
PR03021,P004,Dubai,UAE,Middle East,Terminal-1,Berth-15
PR03022,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-16
PR03023,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-17
PR03024,P007,Los Angeles,USA,North America,Terminal-4,Berth-18
PR03025,P001,Chennai,India,South Asia,Terminal-1,Berth-1
PR03026,P002,Mumbai,India,South Asia,Terminal-2,Berth-2
PR03027,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-3
PR03028,P004,Dubai,UAE,Middle East,Terminal-4,Berth-4
PR03029,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-5
PR03030,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-6
PR03031,P007,Los Angeles,USA,North America,Terminal-3,Berth-7
PR03032,P001,Chennai,India,South Asia,Terminal-4,Berth-8
PR03033,P002,Mumbai,India,South Asia,Terminal-1,Berth-9
PR03034,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-10
PR03035,P004,Dubai,UAE,Middle East,Terminal-3,Berth-11
PR03036,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-12
PR03037,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-13
PR03038,P007,Los Angeles,USA,North America,Terminal-2,Berth-14
PR03039,P001,Chennai,India,South Asia,Terminal-3,Berth-15
PR03040,P002,Mumbai,India,South Asia,Terminal-4,Berth-16
PR03041,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-17
PR03042,P004,Dubai,UAE,Middle East,Terminal-2,Berth-18
PR03043,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-1
PR03044,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-2
PR03045,P007,Los Angeles,USA,North America,Terminal-1,Berth-3
PR03046,P001,Chennai,India,South Asia,Terminal-2,Berth-4
PR03047,P002,Mumbai,India,South Asia,Terminal-3,Berth-5
PR03048,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-6
PR03049,P004,Dubai,UAE,Middle East,Terminal-1,Berth-7
PR03050,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-8
PR03051,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-9
PR03052,P007,Los Angeles,USA,North America,Terminal-4,Berth-10
PR03053,P001,Chennai,India,South Asia,Terminal-1,Berth-11
PR03054,P002,Mumbai,India,South Asia,Terminal-2,Berth-12
PR03055,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-13
PR03056,P004,Dubai,UAE,Middle East,Terminal-4,Berth-14
PR03057,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-15
PR03058,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-16
PR03059,P007,Los Angeles,USA,North America,Terminal-3,Berth-17
PR03060,P001,Chennai,India,South Asia,Terminal-4,Berth-18
PR03061,P002,Mumbai,India,South Asia,Terminal-1,Berth-1
PR03062,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-2
PR03063,P004,Dubai,UAE,Middle East,Terminal-3,Berth-3
PR03064,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-4
PR03065,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-5
PR03066,P007,Los Angeles,USA,North America,Terminal-2,Berth-6
PR03067,P001,Chennai,India,South Asia,Terminal-3,Berth-7
PR03068,P002,Mumbai,India,South Asia,Terminal-4,Berth-8
PR03069,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-9
PR03070,P004,Dubai,UAE,Middle East,Terminal-2,Berth-10
PR03071,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-11
PR03072,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-12
PR03073,P007,Los Angeles,USA,North America,Terminal-1,Berth-13
PR03074,P001,Chennai,India,South Asia,Terminal-2,Berth-14
PR03075,P002,Mumbai,India,South Asia,Terminal-3,Berth-15
PR03076,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-16
PR03077,P004,Dubai,UAE,Middle East,Terminal-1,Berth-17
PR03078,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-18
PR03079,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-1
PR03080,P007,Los Angeles,USA,North America,Terminal-4,Berth-2
PR03081,P001,Chennai,India,South Asia,Terminal-1,Berth-3
PR03082,P002,Mumbai,India,South Asia,Terminal-2,Berth-4
PR03083,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-5
PR03084,P004,Dubai,UAE,Middle East,Terminal-4,Berth-6
PR03085,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-7
PR03086,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-8
PR03087,P007,Los Angeles,USA,North America,Terminal-3,Berth-9
PR03088,P001,Chennai,India,South Asia,Terminal-4,Berth-10
PR03089,P002,Mumbai,India,South Asia,Terminal-1,Berth-11
PR03090,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-12
PR03091,P004,Dubai,UAE,Middle East,Terminal-3,Berth-13
PR03092,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-14
PR03093,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-15
PR03094,P007,Los Angeles,USA,North America,Terminal-2,Berth-16
PR03095,P001,Chennai,India,South Asia,Terminal-3,Berth-17
PR03096,P002,Mumbai,India,South Asia,Terminal-4,Berth-18
PR03097,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-1
PR03098,P004,Dubai,UAE,Middle East,Terminal-2,Berth-2
PR03099,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-3
PR03100,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-4
PR03101,P007,Los Angeles,USA,North America,Terminal-1,Berth-5
PR03102,P001,Chennai,India,South Asia,Terminal-2,Berth-6
PR03103,P002,Mumbai,India,South Asia,Terminal-3,Berth-7
PR03104,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-8
PR03105,P004,Dubai,UAE,Middle East,Terminal-1,Berth-9
PR03106,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-10
PR03107,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-11
PR03108,P007,Los Angeles,USA,North America,Terminal-4,Berth-12
PR03109,P001,Chennai,India,South Asia,Terminal-1,Berth-13
PR03110,P002,Mumbai,India,South Asia,Terminal-2,Berth-14
PR03111,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-15
PR03112,P004,Dubai,UAE,Middle East,Terminal-4,Berth-16
PR03113,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-17
PR03114,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-18
PR03115,P007,Los Angeles,USA,North America,Terminal-3,Berth-1
PR03116,P001,Chennai,India,South Asia,Terminal-4,Berth-2
PR03117,P002,Mumbai,India,South Asia,Terminal-1,Berth-3
PR03118,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-4
PR03119,P004,Dubai,UAE,Middle East,Terminal-3,Berth-5
PR03120,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-6
PR03121,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-7
PR03122,P007,Los Angeles,USA,North America,Terminal-2,Berth-8
PR03123,P001,Chennai,India,South Asia,Terminal-3,Berth-9
PR03124,P002,Mumbai,India,South Asia,Terminal-4,Berth-10
PR03125,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-11
PR03126,P004,Dubai,UAE,Middle East,Terminal-2,Berth-12
PR03127,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-13
PR03128,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-14
PR03129,P007,Los Angeles,USA,North America,Terminal-1,Berth-15
PR03130,P001,Chennai,India,South Asia,Terminal-2,Berth-16
PR03131,P002,Mumbai,India,South Asia,Terminal-3,Berth-17
PR03132,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-18
PR03133,P004,Dubai,UAE,Middle East,Terminal-1,Berth-1
PR03134,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-2
PR03135,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-3
PR03136,P007,Los Angeles,USA,North America,Terminal-4,Berth-4
PR03137,P001,Chennai,India,South Asia,Terminal-1,Berth-5
PR03138,P002,Mumbai,India,South Asia,Terminal-2,Berth-6
PR03139,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-7
PR03140,P004,Dubai,UAE,Middle East,Terminal-4,Berth-8
PR03141,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-9
PR03142,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-10
PR03143,P007,Los Angeles,USA,North America,Terminal-3,Berth-11
PR03144,P001,Chennai,India,South Asia,Terminal-4,Berth-12
PR03145,P002,Mumbai,India,South Asia,Terminal-1,Berth-13
PR03146,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-14
PR03147,P004,Dubai,UAE,Middle East,Terminal-3,Berth-15
PR03148,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-16
PR03149,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-17
PR03150,P007,Los Angeles,USA,North America,Terminal-2,Berth-18
PR03151,P001,Chennai,India,South Asia,Terminal-3,Berth-1
PR03152,P002,Mumbai,India,South Asia,Terminal-4,Berth-2
PR03153,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-3
PR03154,P004,Dubai,UAE,Middle East,Terminal-2,Berth-4
PR03155,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-5
PR03156,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-6
PR03157,P007,Los Angeles,USA,North America,Terminal-1,Berth-7
PR03158,P001,Chennai,India,South Asia,Terminal-2,Berth-8
PR03159,P002,Mumbai,India,South Asia,Terminal-3,Berth-9
PR03160,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-10
PR03161,P004,Dubai,UAE,Middle East,Terminal-1,Berth-11
PR03162,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-12
PR03163,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-13
PR03164,P007,Los Angeles,USA,North America,Terminal-4,Berth-14
PR03165,P001,Chennai,India,South Asia,Terminal-1,Berth-15
PR03166,P002,Mumbai,India,South Asia,Terminal-2,Berth-16
PR03167,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-17
PR03168,P004,Dubai,UAE,Middle East,Terminal-4,Berth-18
PR03169,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-1
PR03170,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-2
PR03171,P007,Los Angeles,USA,North America,Terminal-3,Berth-3
PR03172,P001,Chennai,India,South Asia,Terminal-4,Berth-4
PR03173,P002,Mumbai,India,South Asia,Terminal-1,Berth-5
PR03174,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-6
PR03175,P004,Dubai,UAE,Middle East,Terminal-3,Berth-7
PR03176,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-8
PR03177,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-9
PR03178,P007,Los Angeles,USA,North America,Terminal-2,Berth-10
PR03179,P001,Chennai,India,South Asia,Terminal-3,Berth-11
PR03180,P002,Mumbai,India,South Asia,Terminal-4,Berth-12
PR03181,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-13
PR03182,P004,Dubai,UAE,Middle East,Terminal-2,Berth-14
